"19.0203","42.300000","5.300000","0.000000","0.000000"," ","S","5041.000000","92.000000","974129.00","263238.00","202081.00",,,"281761.00","0.00","44.300000","5.300000",,,"735.000000","18.000000","1227.000000","45.000000",,
"19.0501","65.300000","10.000000","0.000000","0.000000"," ","S","1495.000000","64.000000","72317.00","3185.00","158261.00",,,"543711.00","429106.00","65.300000","10.000000",,,"541.000000","0.000000","1081.000000","0.000000",,
"19.0701","1.000000","8.700000","0.000000","0.000000"," ","S","1313.000000","273.000000","0.00","290185.00","93487.00",,,"0.00","5809.00","1.000000","8.700000",,,"0.000000","0.000000","0.000000","0.000000",,
"19.0704","0.000000","0.000000","2.300000","0.000000"," ","S","565.000000","132.000000","184913.00","26943.00","139441.00",,,"312280.00","140982.00",,,"2.300000",,"0.000000","0.000000","0.000000","0.000000",,
"22.0101","0.000000","0.000000","0.000000","128.700000"," ","S","0.000000","4876.000000","4884331.00","1223684.00","515599.00",,,"68251.00","37942.00",,,,"128.700000","0.000000","0.000000","0.000000","0.000000",,
"23.0101","85.700000","3.700000","8.700000","0.000000"," ","S","30266.000000","715.000000","6275240.00","1431559.00","266078.00",,,"7475.00","391591.00","97.700000","3.700000","8.700000",,"366.000000","0.000000","1191.000000","0.000000",,
"25.0101","0.000000","74.300000","0.000000","0.000000"," ","S","2829.000000","2467.000000","1699194.00","473644.00","298767.00",,,"53647.00","5732.00",,"74.300000",,,"957.000000","1236.000000","1380.000000","2363.000000",,
"26.0101","209.300000","5.000000","4.700000","0.000000"," ","S","31301.000000","576.000000","4894485.00","1045343.00","274626.00",,,"1799796.00","5326.00","215.300000","5.000000","4.700000",,"0.000000","0.000000","0.000000","0.000000",,
"26.0202","0.000000","0.000000","5.700000","0.000000"," ","S","1682.000000","772.000000","2476456.00","642651.00","257375.00",,,"7835673.00","0.00",,,"5.700000",,"0.000000","0.000000","0.000000","0.000000",,
"26.0305","0.000000","0.300000","2.300000","0.000000"," ","S","785.000000","179.000000","133915.00","38322.00","4921.00",,,"3378484.00","947262.00",,"0.300000","2.300000",,"0.000000","7.000000","0.000000","40.000000",,
"26.0403","0.000000","0.000000","0.000000","0.000000"," ","S","10322.000000","4787.000000","1560832.00","411549.00","50763.00",,,"594172.00","0.00",,,,,"750.000000","0.000000","750.000000","0.000000",,
"26.0503","0.000000","0.000000","1.000000","0.000000"," ","S","167.000000","728.000000","2248310.00","574523.00","65036.00",,,"1921905.00","451638.00",,,"1.000000",,"0.000000","0.000000","0.000000","0.000000",,
"26.0702","0.000000","3.300000","5.000000","0.000000"," ","S","1058.000000","328.000000","340391.00","90285.00","4227.00",,,"3994614.00","1173436.00",,"3.300000","5.000000",,"0.000000","0.000000","0.000000","0.000000",,
"26.0901","0.000000","0.000000","5.700000","0.000000"," ","S","2713.000000","1573.000000","2370120.00","614651.00","444161.00",,,"5484759.00","199065.00",,,"5.700000",,"137.000000","0.000000","576.000000","3.000000",,
"26.1001","0.000000","0.000000","0.000000","0.000000"," ","S","346.000000","876.000000","2216203.00","586106.00","426257.00",,,"7062732.00","849.00",,,,,"0.000000","0.000000","0.000000","0.000000",,
"26.1004","0.000000","1.700000","3.000000","0.000000"," ","S","116.000000","184.000000","1380795.00","365990.00","302553.00",,,"3401106.00","3333.00",,"1.700000","3.000000",,"0.000000","0.000000","0.000000","0.000000",,
"26.1006","0.000000","0.000000","0.000000","0.000000"," ","S","0.000000","2.000000","0.00","0.00","10131.00",,,"1928604.00","60464.00",,,,,"0.000000","0.000000","0.000000","0.000000",,
"26.1102","0.000000","0.000000","0.000000","0.000000"," ","S","1185.000000","180.000000","446585.00","105261.00","33182.00",,,"0.00","0.00",,,,,"0.000000","0.000000","0.000000","0.000000",,
"26.1309","0.000000","0.000000","0.000000","0.000000"," ","S","8.000000","680.000000","740615.00","168462.00","682845.00",,,"1285472.00","36569.00",,,,,"0.000000","0.000000","0.000000","63.000000",,
"26.1501","0.700000","0.000000","0.000000","0.000000"," ","S","88.000000","53.000000","19931.00","8610.00","172517.00",,,"4880859.00","3690.00","2.700000",,,,"0.000000","0.000000","0.000000","0.000000",,
"27.0101","54.300000","13.300000","10.000000","0.000000"," ","S","49145.000000","630.000000","5202530.00","1123712.00","293934.00",,,"297747.00","128924.00","88.300000","13.300000","10.000000",,"0.000000","0.000000","0.000000","0.000000",,
"27.0501","0.000000","10.300000","6.700000","0.000000"," ","S","9088.000000","2540.000000","2454976.00","477662.00","256927.00",,,"275663.00","20056.00",,"10.300000","6.700000",,"0.000000","155.000000","0.000000","257.000000",,
"30.1101","0.000000","0.000000","2.000000","0.000000"," ","S","1485.000000","129.000000","352590.00","84010.00","7801.00",,,"21078.00","83047.00",,,"2.000000",,"0.000000","0.000000","0.000000","0.000000",,
"30.1201","0.000000","2.700000","0.000000","0.000000"," ","S","174.000000","237.000000","431827.00","116777.00","17144.00",,,"4392.00","12626.00",,"2.700000",,,"0.000000","48.000000","0.000000","60.000000",,
"38.0101","14.700000","1.700000","4.300000","0.000000"," ","S","9767.000000","213.000000","1912064.00","425868.00","47933.00",,,"6.00","500.00","18.000000","1.700000","4.300000",,"0.000000","0.000000","240.000000","0.000000",,
"40.0501","49.300000","3.300000","9.300000","0.000000"," ","S","39731.000000","644.000000","5236586.00","1106097.00","168600.00",,,"2824572.00","13183.00","56.700000","3.300000","9.300000",,"0.000000","0.000000","0.000000","0.000000",,
"40.0601","8.700000","9.000000","0.700000","0.000000"," ","S","4686.000000","299.000000","1594076.00","361307.00","134396.00",,,"862226.00","48293.00","9.300000","9.000000","0.700000",,"81.000000","0.000000","81.000000","0.000000",,
"40.0801","9.700000","6.700000","7.300000","0.000000"," ","S","26096.000000","605.000000","4097663.00","934380.00","106720.00",,,"1653825.00","112232.00","10.300000","6.700000","7.300000",,"4.000000","0.000000","4.000000","0.000000",,
"42.2801","209.300000","30.300000","17.000000","0.000000"," ","S","34207.000000","682.000000","4542300.00","1040230.00","164440.00",,,"2377323.00","79083.00","234.000000","30.300000","17.000000",,"0.000000","0.000000","12.000000","0.000000",,
"44.0401","0.000000","31.000000","3.700000","0.000000"," ","S","0.000000","685.000000","1089168.00","252648.00","230503.00",,,"1022258.00","379668.00",,"31.000000","3.700000",,"0.000000","48.000000","0.000000","48.000000",,
"44.0701","65.700000","101.000000","2.000000","0.000000"," ","S","5568.000000","3565.000000","3476945.00","960501.00","731471.00",,,"851814.00","1194175.00","65.700000","101.000000","2.000000",,"603.000000","1137.000000","1288.000000","2464.000000",,
"45.0201","25.000000","6.700000","3.300000","0.000000"," ","S","14011.000000","497.000000","1990183.00","490614.00","154281.00",,,"137824.00","208793.00","28.300000","6.700000","3.300000",,"0.000000","0.000000","0.000000","0.000000",,
"45.0701","11.300000","3.300000","6.700000","0.000000"," ","S","10695.000000","398.000000","2059928.00","487480.00","66308.00",,,"252690.00","1397.00","13.300000","3.300000","6.700000",,"0.000000","0.000000","0.000000","0.000000",,
"45.0901","53.300000","30.300000","0.000000","0.000000"," ","S","0.000000","900.000000","570469.00","149675.00","31858.00",,,"23088.00","312935.00","63.300000","30.300000",,,"0.000000","0.000000","0.000000","0.000000",,
"45.1001","96.300000","4.700000","3.700000","0.000000"," ","S","8626.000000","259.000000","2057315.00","514736.00","99070.00",,,"57840.00","0.00","119.700000","4.700000","3.700000",,"0.000000","0.000000","0.000000","0.000000",,
"45.1101","25.300000","1.700000","5.300000","0.000000"," ","S","8935.000000","223.000000","1689361.00","392901.00","80951.00",,,"174611.00","0.00","33.700000","1.700000","5.300000",,"0.000000","0.000000","0.000000","2.000000",,
"50.0408","27.000000","1.700000","0.000000","0.000000"," ","S","2372.000000","0.000000","853052.00","251613.00","72789.00",,,"20616.00","1078.00","27.000000","1.700000",,,"0.000000","0.000000","0.000000","0.000000",,
"50.0501","21.000000","0.700000","0.000000","0.000000"," ","S","4937.000000","3.000000","861295.00","237998.00","61710.00",,,"101492.00","0.00","23.700000","0.700000",,,"0.000000","0.000000","90.000000","0.000000",,
"50.0702","42.000000","6.300000","0.000000","0.000000"," ","S","13256.000000","213.000000","2534782.00","745074.00","191940.00",,,"0.00","0.00","48.700000","6.300000",,,"1926.000000","0.000000","3876.000000","0.000000",,
"50.0901","0.000000","0.300000","11.300000","0.000000"," ","S","520.000000","227.000000","291060.00","73107.00","32186.00",,,"10921.00","1289.00",,"0.300000","11.300000",,"0.000000","42.000000","0.000000","96.000000",,
"50.0902","7.300000","0.300000","4.300000","0.000000"," ","S","690.000000","439.000000","337609.00","106263.00","588.00",,,"0.00","0.00","8.000000","0.300000","4.300000",,"0.000000","0.000000","0.000000","0.000000",,
"50.0903","13.300000","12.000000","0.000000","0.000000"," ","S","4.000000","0.000000","98033.00","19707.00","143608.00",,,"0.00","0.00","13.300000","12.000000",,,"0.000000","0.000000","0.000000","0.000000",,
"50.0905","0.000000","0.700000","0.000000","0.000000"," ","S","1474.000000","142.000000","510170.00","158583.00","9078.00",,,"0.00","0.00",,"0.700000",,,"54.000000","0.000000","57.000000","0.000000",,
"50.1001","21.700000","10.700000","0.000000","0.000000"," ","S","1640.000000","534.000000","570096.00","143240.00","57423.00",,,"1300.00","0.00","22.300000","10.700000",,,"135.000000","273.000000","183.000000","534.000000",,
"50.1003","0.000000","0.000000","0.000000","0.000000"," ","S","1268.000000","151.000000","1254407.00","385620.00","203384.00",,,"0.00","0.00",,,,,"0.000000","0.000000","0.000000","0.000000",,
"51.0000","95.300000","115.700000","14.700000","0.000000"," ","S","3937.000000","2436.000000","0.00","0.00","12995.00",,,"46930.00","0.00","95.300000","115.700000","14.700000",,"228.000000","289.000000","566.000000","505.000000",,
 General.","51.0201","0.000000","0.000000","0.000000","0.000000","0.000000","S","2152.000000","1100.000000","974838.00","282176.00","29805.00",,,"759.00","0.00",,,,,"0.000000","5.000000","0.000000","5.000000",
"51.0912","0.000000","54.700000","0.000000","0.000000"," ","S","297.000000","3862.000000","1000937.00","274462.00","134097.00",,,"57.00","0.00",,"54.700000",,,"0.000000","1223.000000","0.000000","2363.000000",,
"51.2003","0.000000","5.300000","9.700000","0.000000"," ","S","73.000000","8149.000000","3005064.00","729188.00","376728.00",,,"9159249.00","15037.00",,"5.300000","9.700000",,"0.000000","0.000000","0.000000","0.000000",,
